row,col,n,train_n,unique_variants,grammar_edges,test_transitions,entropy_raw,baseline_accuracy,kgram_accuracy,lift,out_of_grammar,surprise_rate,compression_ratio
chr1,chr1,230478786,161335150,528881,2377244,69143635,16.436490449558402,0.0012034368745583016,0.99866178571606767,0.99745834884150941,92529,0.001338214283932281,435.78571739200311
chr1,chr2,230478786,161335150,528881,2370549,69143635,16.436490449558402,0.0012034368745583016,0.99864129214496755,0.99743785527040929,93946,0.0013587078550324986,435.78571739200311
chr1,chr3,230478786,161335150,528881,2306226,69143635,16.436490449558402,0.0012034368745583016,0.9979889399797971,0.99678550310523883,139052,0.0020110600202028718,435.78571739200311
chr1,chr4,230478786,161335150,528881,2277542,69143635,16.436490449558402,0.0012034368745583016,0.99763907408107777,0.99643563720651951,163243,0.002360925918922255,435.78571739200311
chr1,chr5,230478786,161335150,528881,2259125,69143635,16.436490449558402,0.0012034368745583016,0.99738082905245007,0.99617739217789181,181099,0.0026191709475499804,435.78571739200311
chr1,chr6,230478786,161335150,528881,2272646,69143635,16.436490449558402,0.0012034368745583016,0.99754833543246602,0.99634489855790775,169517,0.0024516645675339457,435.78571739200311
chr1,chr7,230478786,161335150,528881,2273356,69143635,16.436490449558402,0.0012034368745583016,0.99752941828991204,0.99632598141535378,170825,0.0024705817100879931,435.78571739200311
chr1,chr8,230478786,161335150,528881,2241038,69143635,16.436490449558402,0.0012034368745583016,0.99709934254975163,0.99589590567519337,200562,0.0029006574502483127,435.78571739200311
chr1,chr9,230478786,161335150,528881,2163846,69143635,16.436490449558402,0.0012034368745583016,0.9958796930476681,0.99467625617310984,284893,0.0041203069523319102,435.78571739200311
chr1,chr10,230478786,161335150,528881,2227379,69143635,16.436490449558402,0.0012034368745583016,0.99691380124866158,0.99571036437410332,213391,0.0030861987513384277,435.78571739200311
chr1,chr11,230478786,161335150,528881,2238941,69143635,16.436490449558402,0.0012034368745583016,0.99702513470690401,0.99582169783234575,205693,0.0029748652930960311,435.78571739200311
chr1,chr12,230478786,161335150,528881,2192315,69143635,16.436490449558402,0.0012034368745583016,0.99637686100824752,0.99517342413368926,250517,0.0036231389917524585,435.78571739200311
chr1,chr13,230478786,161335150,528881,2079703,69143635,16.436490449558402,0.0012034368745583016,0.99422071171120807,0.99301727483664981,399601,0.0057792882887918754,435.78571739200311
chr1,chr14,230478786,161335150,528881,2077162,69143635,16.436490449558402,0.0012034368745583016,0.9941524769416592,0.99294904006710094,404319,0.0058475230583408004,435.78571739200311
chr1,chr15,230478786,161335150,528881,2087345,69143635,16.436490449558402,0.0012034368745583016,0.99420078218334917,0.99299734530879091,400979,0.0057992178166508023,435.78571739200311
chr1,chr16,230478786,161335150,528881,2121650,69143635,16.436490449558402,0.0012034368745583016,0.99453805111634641,0.99333461424178815,377659,0.0054619488836535716,435.78571739200311
chr1,chr17,230478786,161335150,528881,2125568,69143635,16.436490449558402,0.0012034368745583016,0.99451198942606933,0.99330855255151107,379461,0.0054880105739306302,435.78571739200311
chr1,chr18,230478786,161335150,528881,2027957,69143635,16.436490449558402,0.0012034368745583016,0.99294671158089964,0.99174327470634138,487690,0.0070532884191003261,435.78571739200311
chr1,chr19,230478786,161335150,528881,2014057,69143635,16.436490449558402,0.0012034368745583016,0.98973118783818637,0.9885277509636281,710023,0.010268812161813592,435.78571739200311
chr1,chr20,230478786,161335150,528881,2008213,69143635,16.436490449558402,0.0012034368745583016,0.9921049131998918,0.99090147632533354,545895,0.0078950868001082097,435.78571739200311
chr1,chr21,230478786,161335150,528881,1742929,69143635,16.436490449558402,0.0012034368745583016,0.98192108355309926,0.980717646678541,1250042,0.018078916446900715,435.78571739200311
